4590,2M00050265+0116236
4590,2M00065234+0151397
4590,2M00065508+0154022
4119,2M00085424+6716518
4590,2M00092179+0038065
4120,2M00114249+6939206
4243,2M00142410+6239430
4243,2M00165060+6253560
4120,2M00215480+7114390
4250,2M00274050+5833140
4256,2M00280680+5558136
4243,2M00300848+6246456
4243,2M00301547+6235219
4256,2M00302865+5553105
4256,2M00380685+5533175
4413,2M00395653+4034232
4412,2M00404034+3944338
4476,2M00411160+1717571
4412,2M00422730+3925001
4217,2M00430905+8407348
4412,2M00444695+3936504
4413,2M00460669+4017447
4413,2M00520176+4143429
4426,2M01191027+5820570
4217,2M01193634+8435481
4477,2M01235104+1742382
4425,2M01311387+6541494
4425,2M01345988+6651462
4217,2M01503861+8503305
4217,2M01522822+8459249
4472,2M01525005-0353374
4472,2M01540092-0306019
4472,2M01543768-0409080
4472,2M01583450-0349002
4416,2M01593686+6533283
4309,2M02072992+5427212
4478,2M02112068+1356170
4309,2M02121343+5438180
4271,2M02290160+6124289
4271,2M02353225+6048063
4288,2M03092059+3858518
4205,2M03094422+7941129
4428,2M03110855+5251034
4551,2M03111284+6312062
4480,2M03120753+0123184
4551,2M03132118+6336287
4319,2M03154267+5704335
4480,2M03154293+0158412
4205,2M03160395+8020506
4480,2M03165649+0218013
4205,2M03172162+7852302
4471,2M03200242+0832117
4311,2M03202760+7157339
4471,2M03210718+0928264
4480,2M03211751+0007418
4205,2M03233653+7854054
4471,2M03235380+0806598
4311,2M03255900+7003421
4471,2M03262324+0827228
4471,2M03272650+0900312
4471,2M03292201+0827570
4205,2M03300833+8014116
4144,2M03344945+4513191
4205,2M03354956+7832393
4144,2M03361242+4651208
4586,2M03371364+3135463
4586,2M03373489+3137051
4586,2M03384154+3252233
4144,2M03393700+4531160
4205,2M03400270+8034123
4205,2M03404976+7946125
4586,2M03405779+3118059
4259,2M03422017+2428061
4205,2M03422851+7828493
4259,2M03424022+2359217
4259,2M03424238+2330103
4586,2M03430073+3304482
4259,2M03431306+2439194
4586,2M03434101+3237320
4259,2M03435284+2517060
4586,2M03444495+3213364
4586,2M03445561+3209198
4586,2M03450783+3102335
4259,2M03452118+2343389
4586,2M03453915+3226242
4586,2M03464087+3217247
4152,2M03491989+4915280
4152,2M03533894+4857085
4152,2M03560117+5003253
4205,2M03563567+7857072
4553,2M03590748+5714117
4430,2M04002554+4608436
4151,2M04030722+5150045
4151,2M04043545+5153371
4430,2M04082562+4621573
4153,2M04155580+5612481
4556,2M04173043+4406020
4556,2M04181465+4443163
4153,2M04183521+5421201
4153,2M04215749+5410526
4153,2M04242736+5458531
4325,2M04255496+3602431
4325,2M04290552+3530191
4325,2M04304682+3533049
4325,2M04305452+3612292
4597,2M04353924+2728040
4597,2M04361248+2815167
4325,2M04385891+3632473
4597,2M04460281+2832101
4257,2M04485954+3749255
4257,2M04523015+3925462
4257,2M04542322+3909269
4272,2M04582234+4150390
4555,2M05003852+4942070
4560,2M05015377+3652174
4272,2M05023999+4230137
4122,2M05093315+2444492
4272,2M05101767+4039352
4122,2M05113282+2408029
4122,2M05133984+2508184
4432,2M05142717+3234034
4145,2M05175320+4354187
4145,2M05190968+4415144
4592,2M05191816+3911084
4122,2M05191931+2341179
4592,2M05193174+3911061
4562,2M05194502+2905511
4122,2M05195099+2443435
4592,2M05211006+3933568
4592,2M05211729+3927289
4145,2M05224865+4246159
4562,2M05240556+2947008
4155,2M05240837+2711064
4592,2M05245445+3821524
4145,2M05252830+4306577
4155,2M05254800+2740009
4145,2M05284223+4359528
4155,2M05284986+2645461
4321,2M05291630+3549565
4321,2M05292628+3555070
4155,2M05312674+2759565
4611,2M05325708-0433593
4612,2M05325708-0433593
4612,2M05331152-0453276
4612,2M05331624-0613195
4559,2M05334627+3958411
4612,2M05340313-0554548
4611,2M05342386-0515403
4559,2M05343669+4141037
4611,2M05343976-0524254
4612,2M05343976-0524254
4289,2M05344507+6223530
4611,2M05345563-0601036
4613,2M05350415-0617073
4611,2M05351113-0536511
4612,2M05351121-0517209
4615,2M05351456-0915217
4612,2M05351755-0453037
4611,2M05352965-0531123
4614,2M05353099-0702085
4611,2M05353154-0540278
4611,2M05353645-0421304
4611,2M05360185-0517365
4155,2M05360270+2616059
4612,2M05361465-0537349
4289,2M05362336+6136444
4612,2M05363704-0504412
4614,2M05371161-0723239
4611,2M05373676-0456029
4326,2M05383316+4556445
4564,2M05393994+2448170
4564,2M05395208+2231019
4615,2M05402047-0911572
4326,2M05402330+4617163
4615,2M05411524-0752111
4615,2M05411956-0840388
4615,2M05413037-0912268
4615,2M05413338-0759562
4154,2M05413861+2827240
4154,2M05414088+2804450
4431,2M05420795+3849453
4615,2M05422236-0955138
4615,2M05424913-0820370
4615,2M05424930-0845159
4327,2M05433509+1217291
4327,2M05445219+1130593
4566,2M05445623+2127384
4154,2M05453652+3010038
4431,2M05461892+3821171
4154,2M05463489+2738029
4600,2M05463602+5424349
4566,2M05470607+2125457
4290,2M05472279-0529194
4290,2M05522211-0404416
4290,2M05533254-0421192
4156,2M05553663+3042408
4156,2M05590290+3101488
4156,2M06021800+3209465
4156,2M06031578+2952126
4156,2M06033949+3135536
4258,2M06042628+1416414
4156,2M06064279+3129067
4563,2M06074299+2902295
4322,2M06082062+2212297
4571,2M06125177+1140142
4565,2M06125378+2343533
4573,2M06130913+0640221
4565,2M06133561+2433362
4604,2M06152348+5539493
4595,2M06153889+1942122
4604,2M06155451+5532531
4149,2M06160851+3259089
4565,2M06163702+2543518
4273,2M06173301+1621090
4123,2M06174372-0139422
4123,2M06184995-0042094
4273,2M06194579+1611337
4149,2M06195901+3259327
4149,2M06200629+3221530
4601,2M06202586+4140389
4149,2M06203704+3406470
4149,2M06214829+3402119
4273,2M06215296+1455598
4604,2M06225979+5758224
4567,2M06262967+2054126
4146,2M06282903+1810490
4323,2M06305923+0952400
4146,2M06311522+1637567
4266,2M06321564-3144139
4158,2M06365367+0118455
4411,2M06371437+0548220
4323,2M06372176+0949348
4572,2M06400851+0944134
4572,2M06400961+0941434
4572,2M06404179+0949523
4572,2M06405677+0930150
4572,2M06411484+0932358
4572,2M06413207+1001049
4157,2M06421342+0159208
4292,2M06425155-2355027
4617,2M06435849-0100515
4157,2M06451337+0208146
4157,2M06453172+0329125
4157,2M06455815+0359470
4157,2M06470468+0136073
4602,2M06474593+2810155
4157,2M06494013+0225328
4157,2M06502260+0249046
4574,2M06522785+0715576
4602,2M06530760+2702307
4569,2M06540094+1734275
4569,2M06565845+1606213
4607,2M06573841+3600153
4159,2M07013062+0505262
4576,2M07013743+0049012
4583,2M07023378-1157206
4607,2M07042921+3611557
4576,2M07063543+0219287
4221,2M07073564+3704120
4221,2M07074744+3700388
4576,2M07090093+0203229
4253,2M07125169+0710345
4253,2M07135377+0712322
4578,2M07142035-0258155
4603,2M07152278+1409293
4253,2M07154275+0621084
4608,2M07170464+3050353
4608,2M07180630+2913348
4608,2M07193494+3110497
4609,2M07204618+2337505
4609,2M07211917+2359056
4582,2M07240918-0854337
4609,2M07250686+2435451
4609,2M07254144+2459239
4609,2M07314640+2338533
4609,2M07314986+2316056
4222,2M07355580+3616283
4610,2M07355627+1643023
4147,2M07375800+2051479
4147,2M07380093+2138364
4147,2M07380272+2051205
4147,2M07390924+2048412
4610,2M07395415+1816291
4147,2M07400670+2111308
4530,2M07404906+6607306
4291,2M07412162+0910207
4531,2M07413927+5305101
4222,2M07414248+3808282
4291,2M07421515+1045108
4291,2M07430577+1026261
4531,2M07435055+5225443
4222,2M07440957+3735012
4531,2M07472538+5247100
4532,2M07552365+3928120
4532,2M07555001+4044368
4532,2M07570825+4108547
4294,2M07582829-1621447
4531,2M07595041+5322230
4532,2M08012742+4113018
4103,2M08113137+3101105
4103,2M08115373+3212036
4103,2M08122061+3106141
4295,2M08132215-1246517
4103,2M08154280+3146102
4103,2M08165864+3202156
4103,2M08182812+3309477
4295,2M08185039-1259063
4295,2M08191526-1357239
4533,2M08200762+2808539
4533,2M08202838+2711474
4529,2M08204522+7944381
4162,2M08455211+1157558
4267,2M08460130-1509051
4162,2M08460241+1158395
4267,2M08460973-1513010
4162,2M08464223+1205302
4162,2M08472585+1225091
4162,2M08474493+1125002
4162,2M08494940+1045341
4162,2M08500627+1232397
4162,2M08504952+1217158
4162,2M08510576+1143469
4162,2M08510723+1153019
4162,2M08511292+1234492
4162,2M08512515+1214495
4162,2M08512530+1202563
4162,2M08512734+1207406
4162,2M08545897+1225409
4535,2M08551429+0251476
4535,2M08565148+0413061
4206,2M09015439+3734575
4206,2M09055055+3707273
4450,2M09211599+2804175
4536,2M09242547-0650183
4450,2M09242664+2848343
4450,2M09244403+2640593
4536,2M09282036-0805184
4536,2M09314749-0729460
4223,2M09315645+3714213
4211,2M09323415+5610109
4223,2M09324916+3612053
4450,2M09324937+2810005
4536,2M09325236-0624540
4223,2M09340653+3826258
4223,2M09350594+3657413
4211,2M09351317+5603344
4223,2M09362676+3602207
4211,2M09383221+5552065
4213,2M10133503+0139191
4224,2M10262370+1717039
4224,2M10270797+1555402
4505,2M10303884+3426088
4505,2M10331367+3409120
4506,2M10342382+3007229
4505,2M10344330+3437080
4506,2M10352118+2907470
4443,2M10372490+2442462
4538,2M10391336-1104510
4538,2M10392169-1142243
4443,2M10402343+2510454
4508,2M10405526+2043154
4508,2M10423925+1944404
4508,2M10425684+2002575
4538,2M10451300-1028232
4448,2M10472988+1726513
4504,2M10485117+4501283
4504,2M10485725+4355384
4504,2M10494672+4444117
4504,2M10522627+4312296
4509,2M10525287+1444245
4504,2M10545522+4344339
4503,2M10562043+4827342
4236,2M10581530-0121132
4444,2M10582329+1054571
4228,2M11005076-1204533
4239,2M11010846-0541257
4444,2M11012916+1215329
4503,2M11031701+4937148
4503,2M11031704+4948254
4503,2M11044917+4840467
4239,2M11072525-0700377
4503,2M11073839+4859436
4503,2M11073965+4849215
4444,2M11074873+1013103
4228,2M11081296-1205110
4239,2M11091358-0457397
4503,2M11105136+4816453
4510,2M11124702+0757366
4539,2M11154588+0108192
4510,2M11155997+0713418
4441,2M11193321+5209200
4441,2M11244798+5317481
4441,2M11254661+5217235
4441,2M11260825+5112494
4441,2M11265242+5141217
4511,2M11272328+0442186
4441,2M11293132+5232582
4441,2M11294703+5146160
4511,2M11334886+0440471
4488,2M11410110+2717085
4214,2M11421199-1442273
4488,2M11433820+2719190
4214,2M11434104-1450596
4445,2M11434920+0103193
4488,2M11441188+2633242
4445,2M11441821+0122336
4124,2M11445086+0038417
4445,2M11445086+0038417
4433,2M11452952-0207584
4487,2M11453072+3411559
4487,2M11454524+3330119
4488,2M11460972+2717512
4124,2M11473177-0051014
4124,2M11481344+0031377
4433,2M11483866-0031171
4229,2M11492595-1248372
4445,2M11494199+0143564
4488,2M11494431+2713454
4502,2M11495002+5448155
4502,2M11501253+5613304
4487,2M11504147+3339475
4445,2M11510221+0018423
4445,2M11510555+0140519
4502,2M11511579+5359223
4487,2M11523523+3524121
4487,2M11535946+3325572
4502,2M11542519+5554150
4489,2M11543928+1907302
4487,2M11543950+3453337
4487,2M11551441+3345258
4226,2M12003710+1528347
4226,2M12010621+1556231
4148,2M12020154+1901402
4226,2M12034709+1756233
4512,2M12044955-0130453
4148,2M12045991+1857581
4512,2M12052500-0151593
4512,2M12060326-0102157
4512,2M12075671-0039375
4148,2M12081257+1810430
4512,2M12083802-0155596
4148,2M12100260+1743287
4490,2M12115853+1425463
4490,2M12122483+1434032
4216,2M12204136+2703163
4125,2M12211841+0102430
4490,2M12213159+1421358
4216,2M12214070+2707510
4490,2M12222875+1323289
4490,2M12231445+1339429
4216,2M12231692+2712095
4216,2M12232789+2529003
4216,2M12240346+2551043
4125,2M12244189-0108238
4501,2M12244588+5721086
4216,2M12245793+2615334
4501,2M12250000+5602124
4125,2M12255229-0025098
4216,2M12260339+2710503
4125,2M12265042+0034558
4216,2M12272534+2655470
4125,2M12274221+0002386
4218,2M12301597+1358482
4501,2M12352005+5617428
4126,2M12411002-0641394
4126,2M12411002-0641394
4126,2M12424846-0845499
4126,2M12430256-0629425
4126,2M12430256-0629425
4127,2M12461740+2744570
4126,2M12470336-0818049
4127,2M12483009+2802471
4126,2M12483655-0739429
4126,2M12483655-0739429
4126,2M12484669-0815193
4126,2M12493129-0812440
4485,2M12493318+4203099
4491,2M12505092+1324147
4127,2M12553506+2703401
4127,2M12564885+2655450
4440,2M12565202+5743547
4485,2M12581321+4049138
4514,2M13073948-0351346
4514,2M13075183-0224558
4210,2M13080460+7113374
4128,2M13080617+1753494
4514,2M13082991-0240443
4219,2M13110139+1540294
4219,2M13113663+1512301
4492,2M13132785+1314187
4492,2M13150119+1319313
4128,2M13163564+1752114
4219,2M13174753+1425345
4128,2M13181700+1709062
4492,2M13182786+1412235
4219,2M13182786+1412235
4210,2M13191174+7325373
4492,2M13230135+1259254
4484,2M13265741+3915596
4434,2M13290259+3822581
4515,2M13304665-0119339
4484,2M13305368+4014372
4434,2M13325589+3638313
4484,2M13341473+3751311
4484,2M13353236+3754429
4484,2M13372608+4013294
4481,2M13393861+1856317
4481,2M13405102+1804533
4447,2M13405651+0031563
4160,2M13411602+2800485
4447,2M13441375-0027468
4481,2M13445107+1756099
4215,2M13451163-1555256
4215,2M13453608-1554455
4447,2M13475543+0027182
4233,2M13480922+4303091
4233,2M13514152+4434174
4483,2M13533481+3411047
4516,2M13575301+0152431
4483,2M13580867+3246179
4516,2M13584399+0317586
4483,2M13590371+3307292
4483,2M13592360+3332426
4483,2M14002167+3317198
4161,2M14021715+2748089
4161,2M14021715+2748089
4482,2M14022819+2549341
4161,2M14043486+2728561
4161,2M14083075+2934171
4499,2M14083146+5207316
4499,2M14123798+5426481
4517,2M14160465+0614475
4517,2M14175878+0413014
4517,2M14193774+0553466
4203,2M14213016-0517412
4203,2M14213016-0517412
4203,2M14221183-0447565
4203,2M14221183-0447565
4203,2M14241630-0519154
4203,2M14241630-0519154
4439,2M14261159+4951057
4439,2M14270909+4948117
4439,2M14274439+5034456
4528,2M14280424+8539134
4436,2M14304297+0905087
4439,2M14310791+4913264
4436,2M14313488+0746128
4436,2M14321531+0840175
4439,2M14345481+5013426
4439,2M14362498+5115348
4436,2M14370236+0928340
4439,2M14371475+4957323
4493,2M14463311+1306372
4493,2M14490955+1242421
4498,2M14503901+4728053
4498,2M14510965+4534559
4498,2M14521053+4608465
4494,2M14541230+1653305
4220,2M14542303+3122323
4494,2M14543922+1658362
4220,2M14545500+3040589
4231,2M14575213+3723244
4494,2M14580457+1618569
4231,2M14584025+3831094
4438,2M15002128+3645004
4437,2M15010425+2107461
4220,2M15012258+3159396
4497,2M15014005+4012015
4497,2M15044912+4238205
4437,2M15051003+2257381
4496,2M15051974+3206536
4437,2M15055682+2216202
4437,2M15062484+2149029
4438,2M15071160+3603102
4438,2M15071609+3625508
4495,2M15100112+2729592
4438,2M15105106+3626429
4496,2M15111198+3028371
4201,2M15140685+0143283
4201,2M15140685+0143283
4451,2M15150324+3649487
4201,2M15175931-0008149
4207,2M15183842-0008235
4232,2M15225888+3644292
4232,2M15314741+3719346
4528,2M15334601+8559308
4528,2M15374380+8532048
4528,2M15471548+8655422
4452,2M16050185+2833060
4528,2M16083324+8714367
4208,2M16093940+2356400
4208,2M16113909+2501000
4200,2M16250800-1246059
4200,2M16250800-1246059
4528,2M16262568+8531008
4200,2M16265063-1350549
4200,2M16265063-1350549
4200,2M16265124-1230530
4200,2M16265124-1230530
4200,2M16265798-1420587
4521,2M16273457-0026037
4200,2M16281238-1410441
4200,2M16282370-1204424
4200,2M16282370-1204424
4200,2M16324789-1305573
4521,2M16341107-0014250
4521,2M16350226+0018283
4521,2M16380443-0117529
4105,2M16393588+3516227
4105,2M16393588+3516227
4204,2M16444274+4825265
4105,2M16455990+3535028
4204,2M16464895+4736062
4372,2M16485169-1945124
4372,2M16485169-1945124
4204,2M16514173+4828504
4204,2M16524137+4723275
4204,2M16534444+4758599
4204,2M16541373+4728115
4361,2M16550393-2056183
4361,2M16550393-2056183
