Star_Name,0,1
2M00000032+5737103,0.9891038481971722,0.01089615388200529
2M00000233+1452324,0.9263604840394651,0.07363951249543287
2M00000662+7528598,0.9734522561567555,0.026547735386835414
2M00003349+1640086,0.9848849469400135,0.015115041634986644
2M00004578+5654428,0.9694245538525983,0.03057543210305731
2M00004701+1624101,0.932499955412024,0.06750002699296433
2M00004725+7117024,0.9396910826505913,0.06030891784242769
2M00005048+1617251,0.991509289055027,0.008490702583151618
2M00005196+0022164,0.9972099248278443,0.002790070864861639
2M00005206+0047268,0.9884910733169163,0.011508921253473046
2M00005481+1623446,0.9788623323063181,0.021137662242243282
2M00005758+0108568,0.9045748523096155,0.09542511728968722
2M00010204+0049037,0.8014096421211121,0.19859034511511192
2M00010331+1549325,0.9862558743416575,0.013744115804949483
2M00010831+5711546,0.9290586305786436,0.0709413656215603
2M00011569+6314329,0.7506994174434378,0.24930056315711296
2M00012151+5634379,0.9676601541291974,0.03233982958546313
2M00012252+1558339,0.9594425247521,0.04055747040036591
2M00012694+1639052,0.942982136894295,0.0570178525538203
2M00012719+5541081,0.9175228275601707,0.08247716747587996
2M00012806+7114563,0.996596870513551,0.003403108704567964
2M00013219+0016012,0.9877968722138151,0.01220313963697383
2M00013263+0040118,0.8402799784580764,0.15972002967469784
2M00013391+5904490,0.7104517229726491,0.28954827159774027
2M00013563+0026413,0.9397078629503067,0.060292144600390916
2M00013817+0017293,0.7660657595770188,0.23393421240879803
2M00013842+7350554,0.724842880043072,0.27515712838074075
2M00013885+1601316,0.8289434494115138,0.17105654120075453
2M00015102+1650371,0.7779922126641595,0.22200780402514098
2M00015250+1551269,0.9849170893336464,0.015082894730260005
2M00015324+5634361,0.9767670145569814,0.02323298699832722
2M00015591+6949468,0.7211429708313813,0.2788570318880805
2M00015592+0027057,0.8966903186573514,0.10330969104702982
2M00015855+1719569,0.9420156466761475,0.05798434114215327
2M00020648+0024553,0.9505088125284364,0.04949119857292866
2M00020972+1612294,0.9746923886433855,0.02530759341235677
2M00021175+7341483,0.9538670708098703,0.04613292995963477
2M00021363+5557476,0.9272189279642424,0.07278104634988097
2M00021397+1446191,0.7457596420163941,0.25424034882870505
2M00022269+6254032,0.9758243798069124,0.024175610470661957
2M00022364+1558539,0.9173961193613899,0.08260386650695413
2M00022557+0126203,0.9709470205503528,0.029052991715165604
2M00023082+5540502,0.9320802350213626,0.067919763972809
2M00023198+1643527,0.9839205570267461,0.0160794430151634
2M00023492+1512081,0.9885023305651873,0.011497664630934365
2M00023747-0010572,0.8863203825235992,0.11367960063808846
2M00023816+1714249,0.94294361770269,0.05705636208295343
2M00024286+1516102,0.9959033585136435,0.0040966400003149385
2M00024516+5635133,0.9386837482882415,0.0613162622601509
2M00025048+5711383,0.957084134176304,0.04291585620313383
2M00025279+1459270,0.9948596944203066,0.005140311660647785
2M00025489+5648212,0.9143725714659163,0.08562743032222304
2M00025568+0059101,0.9159796156218123,0.08402039495568392
2M00025988+0148410,0.9592246201077211,0.04077535443923292
2M00030037+1655455,0.9185595393807625,0.08144047882193715
2M00030375+7126304,0.7108726847994403,0.2891273118664249
2M00030654-0000402,0.9375321750318644,0.062467799456881995
2M00030771+6941220,0.9241366076710835,0.07586339109025766
2M00030930+0110025,0.8952171363183103,0.10478286640115142
2M00031412+0037379,0.9306179515023499,0.06938204819031356
2M00031459+7446493,0.9973816072714518,0.0026183931051518205
2M00031558+0151388,0.9433417758030994,0.056658229244668866
2M00031620+1514100,0.9573439780102919,0.04265601935406531
2M00031777+1636147,0.8911880407565355,0.10881196941350715
2M00031962-0017109,0.959598211668343,0.04040178325129214
2M00032397+7310282,0.8422566053558964,0.15774338199674287
2M00033020+0020078,0.8892661721253045,0.11073381313185936
2M00033154+1612396,0.859408437176658,0.14059155139834234
2M00033371+0200331,0.9848328329717864,0.015167162151575795
2M00033817+0020226,0.8933777678901159,0.10662223296670092
2M00034257+1605111,0.9562135546997486,0.04378642518412035
2M00035057+0046323,0.9908929903511952,0.009107008410145829
2M00035378+0152524,0.9813594633290005,0.018640548063403057
2M00035534-0011465,0.8994525595400201,0.1005474392213209
2M00035968+1542051,0.914168574334234,0.08583142885088908
2M00040130-0013590,0.7098159847308853,0.29018403288973793
2M00040606+0131084,0.779008957585305,0.2209910218510926
2M00040627-0017296,0.9820313593906904,0.017968643736225094
